id,content_type,category_id,category_name,grade_id,grade_name,item,description
CCSS.ELA-LITERACY.W.6.1,ELA-LITERACY,W,Writing,6,Grade 6,1,Write arguments to support claims with clear reasons and relevant evidence.
CCSS.ELA-LITERACY.W.6.1.a,ELA-LITERACY,W,Writing,6,Grade 6,1a,Introduce claim(s) and organize the reasons and evidence clearly.
CCSS.ELA-LITERACY.W.6.1.b,ELA-LITERACY,W,Writing,6,Grade 6,1b,"Support claim(s) with clear reasons and relevant evidence, using credible sources and demonstrating an understanding of the topic or text."
CCSS.ELA-LITERACY.W.6.1.c,ELA-LITERACY,W,Writing,6,Grade 6,1c,"Use words, phrases, and clauses to clarify the relationships among claim(s) and reasons."
CCSS.ELA-LITERACY.W.6.1.d,ELA-LITERACY,W,Writing,6,Grade 6,1d,Establish and maintain a formal style.
CCSS.ELA-LITERACY.W.6.1.e,ELA-LITERACY,W,Writing,6,Grade 6,1e,Provide a concluding statement or section that follows from the argument presented.
CCSS.ELA-LITERACY.W.6.2,ELA-LITERACY,W,Writing,6,Grade 6,2,"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content."
CCSS.ELA-LITERACY.W.6.2.a,ELA-LITERACY,W,Writing,6,Grade 6,2a,"Introduce a topic; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension."
CCSS.ELA-LITERACY.W.6.2.b,ELA-LITERACY,W,Writing,6,Grade 6,2b,"Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples."
CCSS.ELA-LITERACY.W.6.2.c,ELA-LITERACY,W,Writing,6,Grade 6,2c,Use appropriate transitions to clarify the relationships among ideas and concepts.
CCSS.ELA-LITERACY.W.6.2.d,ELA-LITERACY,W,Writing,6,Grade 6,2d,Use precise language and domain-specific vocabulary to inform about or explain the topic.
CCSS.ELA-LITERACY.W.6.2.e,ELA-LITERACY,W,Writing,6,Grade 6,2e,Establish and maintain a formal style.
CCSS.ELA-LITERACY.W.6.2.f,ELA-LITERACY,W,Writing,6,Grade 6,2f,Provide a concluding statement or section that follows from the information or explanation presented.
CCSS.ELA-LITERACY.W.6.3,ELA-LITERACY,W,Writing,6,Grade 6,3,"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences."
CCSS.ELA-LITERACY.W.6.3.a,ELA-LITERACY,W,Writing,6,Grade 6,3a,Engage and orient the reader by establishing a context and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.
CCSS.ELA-LITERACY.W.6.3.b,ELA-LITERACY,W,Writing,6,Grade 6,3b,"Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and/or characters."
CCSS.ELA-LITERACY.W.6.3.c,ELA-LITERACY,W,Writing,6,Grade 6,3c,"Use a variety of transition words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another."
CCSS.ELA-LITERACY.W.6.3.d,ELA-LITERACY,W,Writing,6,Grade 6,3d,"Use precise words and phrases, relevant descriptive details, and sensory language to convey experiences and events."
CCSS.ELA-LITERACY.W.6.3.e,ELA-LITERACY,W,Writing,6,Grade 6,3e,Provide a conclusion that follows from the narrated experiences or events.
CCSS.ELA-LITERACY.W.6.4,ELA-LITERACY,W,Writing,6,Grade 6,4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)"
CCSS.ELA-LITERACY.W.6.5,ELA-LITERACY,W,Writing,6,Grade 6,5,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 6 here.)"
CCSS.ELA-LITERACY.W.6.6,ELA-LITERACY,W,Writing,6,Grade 6,6,"Use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of three pages in a single sitting."
CCSS.ELA-LITERACY.W.6.7,ELA-LITERACY,W,Writing,6,Grade 6,7,"Conduct short research projects to answer a question, drawing on several sources and refocusing the inquiry when appropriate."
CCSS.ELA-LITERACY.W.6.8,ELA-LITERACY,W,Writing,6,Grade 6,8,Gather relevant information from multiple print and digital sources; assess the credibility of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and providing basic bibliographic information for sources.
CCSS.ELA-LITERACY.W.6.9,ELA-LITERACY,W,Writing,6,Grade 6,9,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
CCSS.ELA-LITERACY.W.6.9.a,ELA-LITERACY,W,Writing,6,Grade 6,9a,"Apply grade 6 Reading standards to literature (e.g., ""Compare and contrast texts in different forms or genres [e.g., stories and poems; historical novels and fantasy stories] in terms of their approaches to similar themes and topics"")."
CCSS.ELA-LITERACY.W.6.9.b,ELA-LITERACY,W,Writing,6,Grade 6,9b,"Apply grade 6 Reading standards to literary nonfiction (e.g., ""Trace and evaluate the argument and specific claims in a text, distinguishing claims that are supported by reasons and evidence from claims that are not"")."
CCSS.ELA-LITERACY.W.6.10,ELA-LITERACY,W,Writing,6,Grade 6,10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
CCSS.ELA-LITERACY.L.7.1,ELA-LITERACY,L,Language,7,Grade 7,1,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
CCSS.ELA-LITERACY.L.7.1.a,ELA-LITERACY,L,Language,7,Grade 7,1a,Explain the function of phrases and clauses in general and their function in specific sentences.
CCSS.ELA-LITERACY.L.7.1.b,ELA-LITERACY,L,Language,7,Grade 7,1b,"Choose among simple, compound, complex, and compound-complex sentences to signal differing relationships among ideas."
CCSS.ELA-LITERACY.L.7.1.c,ELA-LITERACY,L,Language,7,Grade 7,1c,"Place phrases and clauses within a sentence, recognizing and correcting misplaced and dangling modifiers.*"
CCSS.ELA-LITERACY.L.7.2,ELA-LITERACY,L,Language,7,Grade 7,2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
CCSS.ELA-LITERACY.L.7.2.a,ELA-LITERACY,L,Language,7,Grade 7,2a,"Use a comma to separate coordinate adjectives (e.g., It was a fascinating, enjoyable movie but not He wore an old[,] green shirt)."
CCSS.ELA-LITERACY.L.7.2.b,ELA-LITERACY,L,Language,7,Grade 7,2b,Spell correctly.
CCSS.ELA-LITERACY.L.7.3,ELA-LITERACY,L,Language,7,Grade 7,3,"Use knowledge of language and its conventions when writing, speaking, reading, or listening."
CCSS.ELA-LITERACY.L.7.3.a,ELA-LITERACY,L,Language,7,Grade 7,3a,"Choose language that expresses ideas precisely and concisely, recognizing and eliminating wordiness and redundancy.*"
CCSS.ELA-LITERACY.L.7.4,ELA-LITERACY,L,Language,7,Grade 7,4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 7 reading and content, choosing flexibly from a range of strategies."
CCSS.ELA-LITERACY.L.7.4.a,ELA-LITERACY,L,Language,7,Grade 7,4a,"Use context (e.g., the overall meaning of a sentence or paragraph; a word's position or function in a sentence) as a clue to the meaning of a word or phrase."
CCSS.ELA-LITERACY.L.7.4.b,ELA-LITERACY,L,Language,7,Grade 7,4b,"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., belligerent, bellicose, rebel)."
CCSS.ELA-LITERACY.L.7.4.c,ELA-LITERACY,L,Language,7,Grade 7,4c,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech."
CCSS.ELA-LITERACY.L.7.4.d,ELA-LITERACY,L,Language,7,Grade 7,4d,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
CCSS.ELA-LITERACY.L.7.5,ELA-LITERACY,L,Language,7,Grade 7,5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
CCSS.ELA-LITERACY.L.7.5.a,ELA-LITERACY,L,Language,7,Grade 7,5a,"Interpret figures of speech (e.g., literary, biblical, and mythological allusions) in context."
CCSS.ELA-LITERACY.L.7.5.b,ELA-LITERACY,L,Language,7,Grade 7,5b,"Use the relationship between particular words (e.g., synonym/antonym, analogy) to better understand each of the words."
CCSS.ELA-LITERACY.L.7.5.c,ELA-LITERACY,L,Language,7,Grade 7,5c,"Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., refined, respectful, polite, diplomatic, condescending)."
CCSS.ELA-LITERACY.L.7.6,ELA-LITERACY,L,Language,7,Grade 7,6,Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.
CCSS.ELA-LITERACY.RI.7.1,ELA-LITERACY,RI,Reading: Informational Text,7,Grade 7,1,Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.
CCSS.ELA-LITERACY.RI.7.2,ELA-LITERACY,RI,Reading: Informational Text,7,Grade 7,2,Determine two or more central ideas in a text and analyze their development over the course of the text; provide an objective summary of the text.
CCSS.ELA-LITERACY.RI.7.3,ELA-LITERACY,RI,Reading: Informational Text,7,Grade 7,3,"Analyze the interactions between individuals, events, and ideas in a text (e.g., how ideas influence individuals or events, or how individuals influence ideas or events)."
CCSS.ELA-LITERACY.RI.7.4,ELA-LITERACY,RI,Reading: Informational Text,7,Grade 7,4,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the impact of a specific word choice on meaning and tone."
CCSS.ELA-LITERACY.RI.7.5,ELA-LITERACY,RI,Reading: Informational Text,7,Grade 7,5,"Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to the development of the ideas."
CCSS.ELA-LITERACY.RI.7.6,ELA-LITERACY,RI,Reading: Informational Text,7,Grade 7,6,Determine an author's point of view or purpose in a text and analyze how the author distinguishes his or her position from that of others.
CCSS.ELA-LITERACY.RI.7.7,ELA-LITERACY,RI,Reading: Informational Text,7,Grade 7,7,"Compare and contrast a text to an audio, video, or multimedia version of the text, analyzing each medium's portrayal of the subject (e.g., how the delivery of a speech affects the impact of the words)."
CCSS.ELA-LITERACY.RI.7.8,ELA-LITERACY,RI,Reading: Informational Text,7,Grade 7,8,"Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims."
CCSS.ELA-LITERACY.RI.7.9,ELA-LITERACY,RI,Reading: Informational Text,7,Grade 7,9,Analyze how two or more authors writing about the same topic shape their presentations of key information by emphasizing different evidence or advancing different interpretations of facts.
CCSS.ELA-LITERACY.RI.7.10,ELA-LITERACY,RI,Reading: Informational Text,7,Grade 7,10,"By the end of the year, read and comprehend literary nonfiction in the grades 6-8 text complexity band proficiently, with scaffolding as needed at the high end of the range."
CCSS.ELA-LITERACY.RL.7.1,ELA-LITERACY,RL,Reading: Literature,7,Grade 7,1,Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.
CCSS.ELA-LITERACY.RL.7.2,ELA-LITERACY,RL,Reading: Literature,7,Grade 7,2,Determine a theme or central idea of a text and analyze its development over the course of the text; provide an objective summary of the text.
CCSS.ELA-LITERACY.RL.7.3,ELA-LITERACY,RL,Reading: Literature,7,Grade 7,3,"Analyze how particular elements of a story or drama interact (e.g., how setting shapes the characters or plot)."
CCSS.ELA-LITERACY.RL.7.4,ELA-LITERACY,RL,Reading: Literature,7,Grade 7,4,"Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of rhymes and other repetitions of sounds (e.g., alliteration) on a specific verse or stanza of a poem or section of a story or drama."
CCSS.ELA-LITERACY.RL.7.5,ELA-LITERACY,RL,Reading: Literature,7,Grade 7,5,"Analyze how a drama's or poem's form or structure (e.g., soliloquy, sonnet) contributes to its meaning"
CCSS.ELA-LITERACY.RL.7.6,ELA-LITERACY,RL,Reading: Literature,7,Grade 7,6,Analyze how an author develops and contrasts the points of view of different characters or narrators in a text.
CCSS.ELA-LITERACY.RL.7.7,ELA-LITERACY,RL,Reading: Literature,7,Grade 7,7,"Compare and contrast a written story, drama, or poem to its audio, filmed, staged, or multimedia version, analyzing the effects of techniques unique to each medium (e.g., lighting, sound, color, or camera focus and angles in a film)."
CCSS.ELA-LITERACY.RL.7.8,ELA-LITERACY,RL,Reading: Literature,7,Grade 7,8,(Not applicable to literature)
CCSS.ELA-LITERACY.RL.7.9,ELA-LITERACY,RL,Reading: Literature,7,Grade 7,9,"Compare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period as a means of understanding how authors of fiction use or alter history."
CCSS.ELA-LITERACY.RL.7.10,ELA-LITERACY,RL,Reading: Literature,7,Grade 7,10,"By the end of the year, read and comprehend literature, including stories, dramas, and poems, in the grades 6-8 text complexity band proficiently, with scaffolding as needed at the high end of the range."
CCSS.ELA-LITERACY.SL.7.1,ELA-LITERACY,SL,Speaking & Listening,7,Grade 7,1,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 7 topics, texts, and issues, building on others' ideas and expressing their own clearly."
CCSS.ELA-LITERACY.SL.7.1.a,ELA-LITERACY,SL,Speaking & Listening,7,Grade 7,1a,"Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion."
CCSS.ELA-LITERACY.SL.7.1.b,ELA-LITERACY,SL,Speaking & Listening,7,Grade 7,1b,"Follow rules for collegial discussions, track progress toward specific goals and deadlines, and define individual roles as needed."
CCSS.ELA-LITERACY.SL.7.1.c,ELA-LITERACY,SL,Speaking & Listening,7,Grade 7,1c,Pose questions that elicit elaboration and respond to others' questions and comments with relevant observations and ideas that bring the discussion back on topic as needed.
CCSS.ELA-LITERACY.SL.7.1.d,ELA-LITERACY,SL,Speaking & Listening,7,Grade 7,1d,"Acknowledge new information expressed by others and, when warranted, modify their own views."
CCSS.ELA-LITERACY.SL.7.2,ELA-LITERACY,SL,Speaking & Listening,7,Grade 7,2,"Analyze the main ideas and supporting details presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how the ideas clarify a topic, text, or issue under study."
CCSS.ELA-LITERACY.SL.7.3,ELA-LITERACY,SL,Speaking & Listening,7,Grade 7,3,"Delineate a speaker's argument and specific claims, evaluating the soundness of the reasoning and the relevance and sufficiency of the evidence."
CCSS.ELA-LITERACY.SL.7.4,ELA-LITERACY,SL,Speaking & Listening,7,Grade 7,4,"Present claims and findings, emphasizing salient points in a focused, coherent manner with pertinent descriptions, facts, details, and examples; use appropriate eye contact, adequate volume, and clear pronunciation."
CCSS.ELA-LITERACY.SL.7.5,ELA-LITERACY,SL,Speaking & Listening,7,Grade 7,5,Include multimedia components and visual displays in presentations to clarify claims and findings and emphasize salient points.
CCSS.ELA-LITERACY.SL.7.6,ELA-LITERACY,SL,Speaking & Listening,7,Grade 7,6,"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grade 7 Language standards 1 and 3 here for specific expectations.)"
CCSS.ELA-LITERACY.W.7.1,ELA-LITERACY,W,Writing,7,Grade 7,1,Write arguments to support claims with clear reasons and relevant evidence.
CCSS.ELA-LITERACY.W.7.1.a,ELA-LITERACY,W,Writing,7,Grade 7,1a,"Introduce claim(s), acknowledge alternate or opposing claims, and organize the reasons and evidence logically."
CCSS.ELA-LITERACY.W.7.1.b,ELA-LITERACY,W,Writing,7,Grade 7,1b,"Support claim(s) with logical reasoning and relevant evidence, using accurate, credible sources and demonstrating an understanding of the topic or text."
CCSS.ELA-LITERACY.W.7.1.c,ELA-LITERACY,W,Writing,7,Grade 7,1c,"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), reasons, and evidence."
CCSS.ELA-LITERACY.W.7.1.d,ELA-LITERACY,W,Writing,7,Grade 7,1d,Establish and maintain a formal style.
CCSS.ELA-LITERACY.W.7.1.e,ELA-LITERACY,W,Writing,7,Grade 7,1e,Provide a concluding statement or section that follows from and supports the argument presented.
CCSS.ELA-LITERACY.W.7.2,ELA-LITERACY,W,Writing,7,Grade 7,2,"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content."
CCSS.ELA-LITERACY.W.7.2.a,ELA-LITERACY,W,Writing,7,Grade 7,2a,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension."
CCSS.ELA-LITERACY.W.7.2.b,ELA-LITERACY,W,Writing,7,Grade 7,2b,"Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples."
CCSS.ELA-LITERACY.W.7.2.c,ELA-LITERACY,W,Writing,7,Grade 7,2c,Use appropriate transitions to create cohesion and clarify the relationships among ideas and concepts.
CCSS.ELA-LITERACY.W.7.2.d,ELA-LITERACY,W,Writing,7,Grade 7,2d,Use precise language and domain-specific vocabulary to inform about or explain the topic.
CCSS.ELA-LITERACY.W.7.2.e,ELA-LITERACY,W,Writing,7,Grade 7,2e,Establish and maintain a formal style.
CCSS.ELA-LITERACY.W.7.2.f,ELA-LITERACY,W,Writing,7,Grade 7,2f,Provide a concluding statement or section that follows from and supports the information or explanation presented.
CCSS.ELA-LITERACY.W.7.3,ELA-LITERACY,W,Writing,7,Grade 7,3,"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences."
CCSS.ELA-LITERACY.W.7.3.a,ELA-LITERACY,W,Writing,7,Grade 7,3a,Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.
CCSS.ELA-LITERACY.W.7.3.b,ELA-LITERACY,W,Writing,7,Grade 7,3b,"Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and/or characters."
CCSS.ELA-LITERACY.W.7.3.c,ELA-LITERACY,W,Writing,7,Grade 7,3c,"Use a variety of transition words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another."
CCSS.ELA-LITERACY.W.7.3.d,ELA-LITERACY,W,Writing,7,Grade 7,3d,"Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events."
CCSS.ELA-LITERACY.W.7.3.e,ELA-LITERACY,W,Writing,7,Grade 7,3e,Provide a conclusion that follows from and reflects on the narrated experiences or events.
CCSS.ELA-LITERACY.W.7.4,ELA-LITERACY,W,Writing,7,Grade 7,4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)"
CCSS.ELA-LITERACY.W.7.5,ELA-LITERACY,W,Writing,7,Grade 7,5,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 7 here.)"
CCSS.ELA-LITERACY.W.7.6,ELA-LITERACY,W,Writing,7,Grade 7,6,"Use technology, including the Internet, to produce and publish writing and link to and cite sources as well as to interact and collaborate with others, including linking to and citing sources."
CCSS.ELA-LITERACY.W.7.7,ELA-LITERACY,W,Writing,7,Grade 7,7,"Conduct short research projects to answer a question, drawing on several sources and generating additional related, focused questions for further research and investigation."
CCSS.ELA-LITERACY.W.7.8,ELA-LITERACY,W,Writing,7,Grade 7,8,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation."
CCSS.ELA-LITERACY.W.7.9,ELA-LITERACY,W,Writing,7,Grade 7,9,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
CCSS.ELA-LITERACY.W.7.9.a,ELA-LITERACY,W,Writing,7,Grade 7,9a,"Apply grade 7 Reading standards to literature (e.g., ""Compare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period as a means of understanding how authors of fiction use or alter history"")."
CCSS.ELA-LITERACY.W.7.9.b,ELA-LITERACY,W,Writing,7,Grade 7,9b,"Apply grade 7 Reading standards to literary nonfiction (e.g. ""Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims"")."
CCSS.ELA-LITERACY.W.7.10,ELA-LITERACY,W,Writing,7,Grade 7,10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
CCSS.ELA-LITERACY.L.8.1,ELA-LITERACY,L,Language,8,Grade 8,1,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
CCSS.ELA-LITERACY.L.8.1.a,ELA-LITERACY,L,Language,8,Grade 8,1a,"Explain the function of verbals (gerunds, participles, infinitives) in general and their function in particular sentences."
CCSS.ELA-LITERACY.L.8.1.b,ELA-LITERACY,L,Language,8,Grade 8,1b,Form and use verbs in the active and passive voice.
CCSS.ELA-LITERACY.L.8.1.c,ELA-LITERACY,L,Language,8,Grade 8,1c,"Form and use verbs in the indicative, imperative, interrogative, conditional, and subjunctive mood."
CCSS.ELA-LITERACY.L.8.1.d,ELA-LITERACY,L,Language,8,Grade 8,1d,Recognize and correct inappropriate shifts in verb voice and mood.*
CCSS.ELA-LITERACY.L.8.2,ELA-LITERACY,L,Language,8,Grade 8,2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
CCSS.ELA-LITERACY.L.8.2.a,ELA-LITERACY,L,Language,8,Grade 8,2a,"Use punctuation (comma, ellipsis, dash) to indicate a pause or break."
CCSS.ELA-LITERACY.L.8.2.b,ELA-LITERACY,L,Language,8,Grade 8,2b,Use an ellipsis to indicate an omission.
CCSS.ELA-LITERACY.L.8.2.c,ELA-LITERACY,L,Language,8,Grade 8,2c,Spell correctly.
CCSS.ELA-LITERACY.L.8.3,ELA-LITERACY,L,Language,8,Grade 8,3,"Use knowledge of language and its conventions when writing, speaking, reading, or listening."
CCSS.ELA-LITERACY.L.8.3.a,ELA-LITERACY,L,Language,8,Grade 8,3a,"Use verbs in the active and passive voice and in the conditional and subjunctive mood to achieve particular effects (e.g., emphasizing the actor or the action; expressing uncertainty or describing a state contrary to fact)."
CCSS.ELA-LITERACY.L.8.4,ELA-LITERACY,L,Language,8,Grade 8,4,"Determine or clarify the meaning of unknown and multiple-meaning words or phrases based on grade 8 reading and content, choosing flexibly from a range of strategies."
CCSS.ELA-LITERACY.L.8.4.a,ELA-LITERACY,L,Language,8,Grade 8,4a,"Use context (e.g., the overall meaning of a sentence or paragraph; a word's position or function in a sentence) as a clue to the meaning of a word or phrase."
CCSS.ELA-LITERACY.L.8.4.b,ELA-LITERACY,L,Language,8,Grade 8,4b,"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., precede, recede, secede)."
CCSS.ELA-LITERACY.L.8.4.c,ELA-LITERACY,L,Language,8,Grade 8,4c,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech."
CCSS.ELA-LITERACY.L.8.4.d,ELA-LITERACY,L,Language,8,Grade 8,4d,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
CCSS.ELA-LITERACY.L.8.5,ELA-LITERACY,L,Language,8,Grade 8,5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
CCSS.ELA-LITERACY.L.8.5.a,ELA-LITERACY,L,Language,8,Grade 8,5a,"Interpret figures of speech (e.g. verbal irony, puns) in context."
CCSS.ELA-LITERACY.L.8.5.b,ELA-LITERACY,L,Language,8,Grade 8,5b,Use the relationship between particular words to better understand each of the words.
CCSS.ELA-LITERACY.L.8.5.c,ELA-LITERACY,L,Language,8,Grade 8,5c,"Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., bullheaded, willful, firm, persistent, resolute)."
CCSS.ELA-LITERACY.L.8.6,ELA-LITERACY,L,Language,8,Grade 8,6,Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.
CCSS.ELA-LITERACY.RI.8.1,ELA-LITERACY,RI,Reading: Informational Text,8,Grade 8,1,Cite the textual evidence that most strongly supports an analysis of what the text says explicitly as well as inferences drawn from the text.
CCSS.ELA-LITERACY.RI.8.2,ELA-LITERACY,RI,Reading: Informational Text,8,Grade 8,2,"Determine a central idea of a text and analyze its development over the course of the text, including its relationship to supporting ideas; provide an objective summary of the text."
CCSS.ELA-LITERACY.RI.8.3,ELA-LITERACY,RI,Reading: Informational Text,8,Grade 8,3,"Analyze how a text makes connections among and distinctions between individuals, ideas, or events (e.g., through comparisons, analogies, or categories)."
CCSS.ELA-LITERACY.RI.8.4,ELA-LITERACY,RI,Reading: Informational Text,8,Grade 8,4,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the impact of specific word choices on meaning and tone, including analogies or allusions to other texts."
CCSS.ELA-LITERACY.RI.8.5,ELA-LITERACY,RI,Reading: Informational Text,8,Grade 8,5,"Analyze in detail the structure of a specific paragraph in a text, including the role of particular sentences in developing and refining a key concept."
CCSS.ELA-LITERACY.RI.8.6,ELA-LITERACY,RI,Reading: Informational Text,8,Grade 8,6,Determine an author's point of view or purpose in a text and analyze how the author acknowledges and responds to conflicting evidence or viewpoints.
CCSS.ELA-LITERACY.RI.8.7,ELA-LITERACY,RI,Reading: Informational Text,8,Grade 8,7,"Evaluate the advantages and disadvantages of using different mediums (e.g., print or digital text, video, multimedia) to present a particular topic or idea."
CCSS.ELA-LITERACY.RI.8.8,ELA-LITERACY,RI,Reading: Informational Text,8,Grade 8,8,"Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient; recognize when irrelevant evidence is introduced."
CCSS.ELA-LITERACY.RI.8.9,ELA-LITERACY,RI,Reading: Informational Text,8,Grade 8,9,Analyze a case in which two or more texts provide conflicting information on the same topic and identify where the texts disagree on matters of fact or interpretation.
CCSS.ELA-LITERACY.RI.8.10,ELA-LITERACY,RI,Reading: Informational Text,8,Grade 8,10,"By the end of the year, read and comprehend literary nonfiction at the high end of the grades 6-8 text complexity band independently and proficiently."
CCSS.ELA-LITERACY.RL.8.1,ELA-LITERACY,RL,Reading: Literature,8,Grade 8,1,Cite the textual evidence that most strongly supports an analysis of what the text says explicitly as well as inferences drawn from the text.
CCSS.ELA-LITERACY.RL.8.2,ELA-LITERACY,RL,Reading: Literature,8,Grade 8,2,"Determine a theme or central idea of a text and analyze its development over the course of the text, including its relationship to the characters, setting, and plot; provide an objective summary of the text."
CCSS.ELA-LITERACY.RL.8.3,ELA-LITERACY,RL,Reading: Literature,8,Grade 8,3,"Analyze how particular lines of dialogue or incidents in a story or drama propel the action, reveal aspects of a character, or provoke a decision."
CCSS.ELA-LITERACY.RL.8.4,ELA-LITERACY,RL,Reading: Literature,8,Grade 8,4,"Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of specific word choices on meaning and tone, including analogies or allusions to other texts."
CCSS.ELA-LITERACY.RL.8.5,ELA-LITERACY,RL,Reading: Literature,8,Grade 8,5,Compare and contrast the structure of two or more texts and analyze how the differing structure of each text contributes to its meaning and style.
CCSS.ELA-LITERACY.RL.8.6,ELA-LITERACY,RL,Reading: Literature,8,Grade 8,6,"Analyze how differences in the points of view of the characters and the audience or reader (e.g., created through the use of dramatic irony) create such effects as suspense or humor."
CCSS.ELA-LITERACY.RL.8.7,ELA-LITERACY,RL,Reading: Literature,8,Grade 8,7,"Analyze the extent to which a filmed or live production of a story or drama stays faithful to or departs from the text or script, evaluating the choices made by the director or actors."
